Timestamp,Text,Hash,Confidence,True Label
2025-04-16T06:05:58.570151,u really think i would not have been raped by feral hindu or muslim back in india or bangladesh and a neo nazi would rape me as well just to see me cry,a2bcb467ca73d19c324ee334aecafaa84ef71daaa0dcd28f77946d854f0b9a8e,0.8118273615837097,2
2025-04-16T06:06:03.130828,if english is not imposition then hindi is also not imposition shut up chutiya retards stophindiimposition,2e603d4b386da24daac26207c2699645c847b50919da8ba262d92ae1a4e6e2a7,0.8164105415344238,2
2025-04-16T06:06:05.828493,no liberal congratulated hindu refugees post cab because they hate hindus,aeaa499ec38ea7c7a0287847efc85a820a35c0f10cec96d8126e62710fbd4993,0.7546837329864502,2
2025-04-16T06:06:10.021920,i live and work with many legal mexican immigrants who are great citizens and trump supporters they have no problem with deporting illegals maga,8c3c6306d62c5a3bd2888542cd501f6af8a4b6f348d5408a4b2c3b96c0345284,0.7956737279891968,1
2025-04-16T06:06:12.106184,in britain the prime minister a childless woman london mayor a moslem invader in command of london police a lesbian in command of london fire brigade a fat woman scotland first minister a childless woman,da63224a43b9a56f0bfaca191f8a0e590a419b11b7dc9cabce8e1f2f0410e801,0.8486649990081787,0
2025-04-16T06:06:16.777903,jews defends jews regardless muslims defend muslins regardless christian european attack christians christian people are on their own and jews and muslims have another home we don ffs we do not why can not people understand that it not that difficult,4113fcaf47000c3fb25f728f841a00dd57680d321a21be42849c4bc71698d843,0.7088028192520142,1
2025-04-16T06:06:18.824200,the non partisan congressional budget office cbo has released their report on sens lindsey graham and dick durbin <number> the dream act the report shows that their legislation would add <number> billion to the deficit over a ten year period and lots more immigrant scum,8ba3489aab7ed5a9b143b1710776c1ce619e9a7ed24798fdae2ffb89d062dd6a,0.8554784655570984,0
2025-04-16T06:06:30.767590,<user> <number> americans dead because of an illegal immigrant this is infuriating enforce our laws deport them,888d514d2411a5d02d542fe45adfb0503f1c59592ff5dda76699ebad4180e3fb,0.8770323395729065,0
2025-04-16T06:06:33.850361,<user> besudes guilt saviour complex among whites has reached such an alarming level that they want to save indian girls from being raped when the rate of sexual assault in their own countries is significantly higher,ed72f3feab29ac5e257536a24551de89d8fe5c5ee50c082604e7240b1f9b5b86,0.687432050704956,1
2025-04-16T06:06:38.527488,nigger faggot retard beaner dishwasher time to see if i get ban,0b9e9401c38ac59e141db8b3a62363730dc9424cc027af7ec83e731fc074cebf,0.9043467044830322,0
2025-04-16T06:06:40.886622,your idea of compassion is allowing kate steinle killer go free that not compassion it a mental illness let be compassionate to the legal citizens of this country stop funding illegal immigrants stop encouraging lawlessness and build that fucking wall maga gabfam news,592cfb5bbaabe2d5e591c4f4791cab0b152532b2856b8d154f0018b34a3823c3,0.7717688679695129,1
2025-04-16T06:06:45.173530,blow a stack for yo niggas with yo trapping ass,07e1fe73893d22a7e1133e1696f791b166bae4e65b29a53686eb5c970a477400,0.8246294856071472,1
2025-04-16T06:06:47.864722,<user> yes they put fear in black people jews and even white civil rights workers and they deny the holocaust ever happened,2f8ad795c3babe1225d891fda46fabbc1053ad1eee7b87d030960968919f5e74,0.7239387035369873,1
2025-04-16T06:06:52.813792,that a retarded non argument the bible is also a best seller in communist china,3edd3585d0ac4c5093082572a6c2c83e183e1bf222925b83020708018f4153c9,0.6716822981834412,0
2025-04-16T06:06:57.456541,every time a nigger in africa gets pregnant abort it make it a law you can about up to <number> years,05229930fb8a5ba18d4ed5d815704d0e4a0b9db38a4d3c355e52f699d58fc333,0.9083220958709717,0
2025-04-16T06:06:59.901199,nothing royal about this wedding he is a bastard and she is a nignog halfbreed thot and a divorced catholic to boot it is notable that both the father of the bride and the father of the groom did not attend,27afb4b2cdbcb6632ddb87d0ad98c21740fb8e70ef7cb1a35958a613497a6424,0.8446374535560608,0
2025-04-16T06:07:01.581101,what sort of white man or woman would vote for this nigger,844f989315d4b63ff223b877189b5e0c44d8c20f2408f0551b89a39cc5382a94,0.910758912563324,0
2025-04-16T06:07:04.272689,diversity is a code word for white genocide immigrants contribute and integrate 3 rd world retards freeload and fornicate,c4429c8ef408bc4766a22704bfc513aeb0f0eb3b529d5367213ea768e9e3e696,0.823065996170044,0
2025-04-16T16:48:28.606283,u really think i would not have been raped by feral hindu or muslim back in india or bangladesh and a neo nazi would rape me as well just to see me cry,a2bcb467ca73d19c324ee334aecafaa84ef71daaa0dcd28f77946d854f0b9a8e,0.8118273615837097,2
2025-04-16T16:48:34.819499,if english is not imposition then hindi is also not imposition shut up chutiya retards stophindiimposition,2e603d4b386da24daac26207c2699645c847b50919da8ba262d92ae1a4e6e2a7,0.8164105415344238,2
2025-04-16T16:48:37.027069,no liberal congratulated hindu refugees post cab because they hate hindus,aeaa499ec38ea7c7a0287847efc85a820a35c0f10cec96d8126e62710fbd4993,0.7546837329864502,2
2025-04-16T16:48:41.730481,i live and work with many legal mexican immigrants who are great citizens and trump supporters they have no problem with deporting illegals maga,8c3c6306d62c5a3bd2888542cd501f6af8a4b6f348d5408a4b2c3b96c0345284,0.7956737279891968,1
2025-04-16T16:48:44.506320,in britain the prime minister a childless woman london mayor a moslem invader in command of london police a lesbian in command of london fire brigade a fat woman scotland first minister a childless woman,da63224a43b9a56f0bfaca191f8a0e590a419b11b7dc9cabce8e1f2f0410e801,0.8486649990081787,0
2025-04-16T16:48:46.408363,<user> <user> there shd be a film called no hindus in kashmir wud be perfect islamic fanaticsm movement in kashmir,a497c387f210e3e9c136903616101ead32e1096e993622c7a0accdcedb806103,0.6015279293060303,1
2025-04-16T16:48:48.796299,jews defends jews regardless muslims defend muslins regardless christian european attack christians christian people are on their own and jews and muslims have another home we don ffs we do not why can not people understand that it not that difficult,4113fcaf47000c3fb25f728f841a00dd57680d321a21be42849c4bc71698d843,0.7088028192520142,1
2025-04-16T16:48:50.631980,the non partisan congressional budget office cbo has released their report on sens lindsey graham and dick durbin <number> the dream act the report shows that their legislation would add <number> billion to the deficit over a ten year period and lots more immigrant scum,8ba3489aab7ed5a9b143b1710776c1ce619e9a7ed24798fdae2ffb89d062dd6a,0.8554784655570984,0
2025-04-16T16:48:58.317177,caucasians wearing masks to prevent coronavirus and still don ’ t wash their hands,24b19bf039e84fdf0eb67c229c9332c6ea7e1ba962b538b3dad56627eeef1197,0.638382613658905,1
2025-04-16T16:49:01.579338,<user> <number> americans dead because of an illegal immigrant this is infuriating enforce our laws deport them,888d514d2411a5d02d542fe45adfb0503f1c59592ff5dda76699ebad4180e3fb,0.8770323395729065,0
2025-04-16T16:49:03.950411,<user> besudes guilt saviour complex among whites has reached such an alarming level that they want to save indian girls from being raped when the rate of sexual assault in their own countries is significantly higher,ed72f3feab29ac5e257536a24551de89d8fe5c5ee50c082604e7240b1f9b5b86,0.687432050704956,1
2025-04-16T16:49:08.177858,nigger faggot retard beaner dishwasher time to see if i get ban,0b9e9401c38ac59e141db8b3a62363730dc9424cc027af7ec83e731fc074cebf,0.9043467044830322,0
2025-04-16T16:49:10.296511,your idea of compassion is allowing kate steinle killer go free that not compassion it a mental illness let be compassionate to the legal citizens of this country stop funding illegal immigrants stop encouraging lawlessness and build that fucking wall maga gabfam news,592cfb5bbaabe2d5e591c4f4791cab0b152532b2856b8d154f0018b34a3823c3,0.7717688679695129,1
2025-04-16T16:49:16.198800,blow a stack for yo niggas with yo trapping ass,07e1fe73893d22a7e1133e1696f791b166bae4e65b29a53686eb5c970a477400,0.8246294856071472,1
2025-04-16T16:49:18.407185,<user> yes they put fear in black people jews and even white civil rights workers and they deny the holocaust ever happened,2f8ad795c3babe1225d891fda46fabbc1053ad1eee7b87d030960968919f5e74,0.7239387035369873,1
2025-04-16T16:49:23.673749,that a retarded non argument the bible is also a best seller in communist china,3edd3585d0ac4c5093082572a6c2c83e183e1bf222925b83020708018f4153c9,0.6716822981834412,0
2025-04-16T16:49:28.514458,every time a nigger in africa gets pregnant abort it make it a law you can about up to <number> years,05229930fb8a5ba18d4ed5d815704d0e4a0b9db38a4d3c355e52f699d58fc333,0.9083220958709717,0
2025-04-16T16:49:31.055461,nothing royal about this wedding he is a bastard and she is a nignog halfbreed thot and a divorced catholic to boot it is notable that both the father of the bride and the father of the groom did not attend,27afb4b2cdbcb6632ddb87d0ad98c21740fb8e70ef7cb1a35958a613497a6424,0.8446374535560608,0
2025-04-16T16:49:33.459459,what sort of white man or woman would vote for this nigger,844f989315d4b63ff223b877189b5e0c44d8c20f2408f0551b89a39cc5382a94,0.910758912563324,0
2025-04-16T16:49:36.302230,diversity is a code word for white genocide immigrants contribute and integrate 3 rd world retards freeload and fornicate,c4429c8ef408bc4766a22704bfc513aeb0f0eb3b529d5367213ea768e9e3e696,0.823065996170044,0
2025-04-20T06:49:49.818130,u really think i would not have been raped by feral hindu or muslim back in india or bangladesh and a neo nazi would rape me as well just to see me cry,a2bcb467ca73d19c324ee334aecafaa84ef71daaa0dcd28f77946d854f0b9a8e,0.8118273615837097,2
2025-04-20T06:49:54.493350,if english is not imposition then hindi is also not imposition shut up chutiya retards stophindiimposition,2e603d4b386da24daac26207c2699645c847b50919da8ba262d92ae1a4e6e2a7,0.8164105415344238,2
2025-04-20T06:49:56.249430,no liberal congratulated hindu refugees post cab because they hate hindus,aeaa499ec38ea7c7a0287847efc85a820a35c0f10cec96d8126e62710fbd4993,0.7546837329864502,2
2025-04-20T06:50:01.215933,i live and work with many legal mexican immigrants who are great citizens and trump supporters they have no problem with deporting illegals maga,8c3c6306d62c5a3bd2888542cd501f6af8a4b6f348d5408a4b2c3b96c0345284,0.7956737279891968,1
2025-04-20T06:50:03.298716,in britain the prime minister a childless woman london mayor a moslem invader in command of london police a lesbian in command of london fire brigade a fat woman scotland first minister a childless woman,da63224a43b9a56f0bfaca191f8a0e590a419b11b7dc9cabce8e1f2f0410e801,0.8486649990081787,0
2025-04-20T06:50:05.621533,<user> <user> there shd be a film called no hindus in kashmir wud be perfect islamic fanaticsm movement in kashmir,a497c387f210e3e9c136903616101ead32e1096e993622c7a0accdcedb806103,0.6015279293060303,1
2025-04-20T06:50:08.068584,jews defends jews regardless muslims defend muslins regardless christian european attack christians christian people are on their own and jews and muslims have another home we don ffs we do not why can not people understand that it not that difficult,4113fcaf47000c3fb25f728f841a00dd57680d321a21be42849c4bc71698d843,0.7088028192520142,1
2025-04-20T06:50:10.603052,the non partisan congressional budget office cbo has released their report on sens lindsey graham and dick durbin <number> the dream act the report shows that their legislation would add <number> billion to the deficit over a ten year period and lots more immigrant scum,8ba3489aab7ed5a9b143b1710776c1ce619e9a7ed24798fdae2ffb89d062dd6a,0.8554784655570984,0
